word,reading,meanings,level,example_ja,example_en
手本,てほん,model; pattern,N1,お手本を見せてよ。,Show me how to do that.
殊に,ことに,especially; above all,N1,ロックは殊に若者に人気だ。,Rock music is especially popular among young people.
種,しゅ,kind; variety; species,N1,苦は楽の種。,"No pain, no gains."
種々,くさぐさ,variety,N1,彼は種々の方法を試みた。,He tried many different methods.
腫れる,はれる,to swell (from inflammation); to become swollen,N1,腫れるかもしれませんが気にしないでください。,"You may have swelling, but don't worry about it."
趣,おもむき,meaning; tenor; gist; effect; appearance; taste; grace; charm; refinement,N1,彼は多趣味だ。,He has a lot of hobbies.
趣旨,しゅし,object; meaning,N1,彼が言った事はそれと反対の趣旨だった。,What he said was to the contrary.
首飾り,くびかざり,necklace,N1,彼女は高価な首飾りをしています。,She is wearing an expensive necklace.
首脳,しゅのう,head; brains,N1,首脳会談は世界平和に貢献した。,The summit conference made a contribution to the peace of the world.
首輪,くびわ,necklace; choker,N1,犬の首輪は赤だ。,The dog's collar is red.
受かる,うかる,to pass (examination),N1,彼は試験に受かる努力をした。,He made an effort to pass the examination.
受け継ぐ,うけつぐ,to inherit; to succeed; to take over,N1,彼はその財産を受け継ぐ資格はない。,He has no claim to the property.
受け止める,うけとめる,to catch; to stop the blow; to react to; to take,N1,何でもかんでもそう深刻に受け止めるな。,Don't take everything so seriously.
受け取り,うけとり,receipt,N1,私も受け取りました。,"I've received it, too."
受け入れ,うけいれ,receiving; acceptance,N1,私を受け入れて。,Let me step inside.
受け入れる,うけいれる,to accept; to receive,N1,国籍に関係なく誰でも受け入れる。,"We accept anybody, irrespective of nationality."
受け付ける,うけつける,to be accepted; to receive (an application),N1,,
受身,うけみ,passive; passive voice,N1,,
授ける,さずける,to grant; to award; to teach,N1,言論の自由は社会に多くの利益を授ける。,Many advantages accrue to society from the freedom of speech.
樹木,じゅもく,trees and shrubs; arbour,N1,公園は樹木がよく茂っている。,The park is well wooded.
樹立,じゅりつ,establish; create,N1,彼らは新政府を樹立した。,They have established a new government.
収まる,おさまる,to be obtained; to end; to settle into; to fit into; to be settled; to be paid; to be delivered,N1,収まる気配が一切ない。,There's no end in sight.
収益,しゅうえき,earnings; proceeds; returns,N1,投資の収益は高いだろう。,The return on the investment will be high.
収支,しゅうし,income and expenditure,N1,何とか収支が合えばいいんだが。,I hope I can manage to make both ends meet.
収集,しゅうしゅう,gathering up; collection; accumulation,N1,旅は情報収集が重要。,Gathering information is one of the essentials of travel.
収容,しゅうよう,accommodation; reception; seating; housing; custody; admission; entering (in a dictionary),N1,私は収容所から脱走した。,I escaped from the detention center.
周,しゅう,circuit; lap; circumference; vicinity; Chou (dynasty),N1,私は周です。,My surname is Zhou.
周期,しゅうき,cycle; period,N1,月経周期は約４週間です。,My menstrual cycle is about every four weeks.
就業,しゅうぎょう,employment; starting work,N1,僕も学生の時はよく就業をサボったよ。,"When I was a student, I also often cut classes."
修学,しゅうがく,learning,N1,修学旅行は奈良だったよ。,We went on a school trip to Nara.
修行,しゅうぎょう,pursuit of knowledge; studying; learning; training; ascetic practice; discipline,N1,私ね、ベーグル屋さんになりたくて、３年間ベーグル屋に修行に行ってたの。楽しかった。,I wanted to become a bagel maker so I took three years of training for it. It was fun.
修士,しゅうし,Masters degree program,N1,彼は法学修士の学位を得た。,He got a master's degree in law.
修飾,しゅうしょく,ornamentation; embellishment; decoration; adornment; polish up (writing); modification (gram),N1,副詞は何を修飾するでしょう？,What do adverbs modify?
修了,しゅうりょう,completion (of a course),N1,私は高校の全課程を修了した。,I completed the whole high school curriculum.
終わる,おわる,to finish; to close,N1,いつ終わるの？,When does it end?
終始,しゅうし,beginning and end; from beginning to end; doing a thing from beginning to end,N1,彼女は落ち着いた態度に終始した。,She maintained a calm manner.
終日,しゅうじつ,all day,N1,私は昨日は終日家にいた。,I was home all day yesterday.
衆,しゅう,masses; great number; the people,N1,下衆の後思案。,It is easy to be wise after the event.
衆議院,しゅうぎいん,Lower House; House of Representatives,N1,衆議院の少数派の議席は、急速にむしばまれてきています。,The number of minority seats in the Lower House is rapidly eroding.
襲う,おそう,to attack,N1,毎年今頃、台風がその島を襲う。,About this time of the year typhoons visit the island.
襲撃,しゅうげき,attack; charge; raid,N1,彼はそこで反徒の襲撃を受けた。,He was attacked there by the rebels.
蹴飛ばす,けとばす,to kick away; to kick off; to kick (someone); to refuse; to reject,N1,ごめん！蹴飛ばすつもりじゃなかったんだ。,I'm so sorry. I didn't mean to kick you.
集まる,あつまる,to gather; to collect; to assemble,N1,がは灯に集まる。,Moths are attracted by light.
集計,しゅうけい,totalization; aggregate,N1,国際監視団は投票の集計をしました。,International observers counted up the ballot.
住,じゅう,dwelling; living,N1,地獄も住家。,Even hell can be a nice place to live when you get used to it.
充実,じゅうじつ,fullness; completion; perfection; substantiality; enrichment,N1,大いに充実した学生生活を送りたい。,I want to have a full and enriching student-life.
十字路,じゅうじろ,crossroads,N1,その事故はある十字路で起こった。,The accident happened at a crossroads.
十分,じっぷん,10 minutes,N1,もう十分よ！,Enough!
従って,したがって,therefore; consequently; in accordance with,N1,ご忠告に従って行動します。,I'll act on your advice.
従業員,じゅうぎょういん,employee; worker,N1,従業員は30人です。,We have thirty employees.
従事,じゅうじ,engaging; pursuing; following,N1,彼は農業に従事していた。,He engaged in agriculture.
従来,じゅうらい,up to now; so far; traditional,N1,彼は従来の習慣と違ったことをした。,He departed from the old custom.
柔軟,じゅうなん,flexible; lithe,N1,より柔軟であれ。,Become more flexible!
渋い,しぶい,1.  tasteful (clothing); cool; an aura of refined masculinity; 2.  astringent; sullen; bitter (taste); 3,N1,彼は妻の無駄遣いに渋い顔をする。,He frowns on his wife's wasting money.
獣,けだもの,beast; brute,N1,私は野獣が恐い。,I'm afraid of wild animals.
重,え,-fold; -ply,N1,美は皮一重。,Beauty is but skin deep.
重なる,おもなる,main; principal; important,N1,不幸は重なるものだ。,Misfortunes always come in threes.
重んじる,おもんじる,to respect; to honor; to esteem; to prize,N1,私は量よりも質を重んじる。,I prefer quality to quantity.
重んずる,おもんずる,to honor; to respect; to esteem; to prize,N1,,
重複,じゅうふく,duplication; repetition; overlapping; redundancy; restoration,N1,この文は重複したため削除されました。,This sentence has been deleted because it was a duplicate.
重宝,じゅうほう,priceless treasure; convenience; usefulness,N1,重宝してるわ。,"Oh, it's useful."
重役,おもやく,heavy responsibilities; director,N1,重役会は彼を社長にした。,The executive committee appointed him the president of the company.
銃,つつ,gun,N1,銃をしまえ。,Holster your weapon.
宿命,しゅくめい,fate; destiny; predestination,N1,仲間外れになるのが私の宿命みたいだ。,It seems to be my lot to be an odd man out.
祝賀,しゅくが,celebration; congratulations,N1,戦勝を祝う祝賀会が開かれた。,Ceremonies were held to celebrate victories.
縮まる,ちぢまる,to be shortened; to be contracted; to shrink,N1,,
塾,じゅく,coaching school; lessons,N1,塾に行かなきゃ。,I have to go to cram school.
出くわす,でくわす,to happen to meet; to come across,N1,明日我々は敵軍に出くわすだろう。,Tomorrow we will encounter the enemy.
出演,しゅつえん,performance; stage appearance,N1,誰が出演していますか。,Who's in it?
出血,しゅっけつ,bleeding; haemorrhage,N1,出血はありますか。,Do you have any bleeding?
出合う,であう,to meet by chance; to come across; to happen to encounter; to hold a rendezvous; to have a date,N1,,
出産,しゅっさん,(child)birth; delivery; production (of goods),N1,出産予定日はいつなの？,When are you expecting?
出社,しゅっしゃ,arrival (in a country  at work  etc.),N1,彼は５週間ぶりに出社した。,He went to his office after an absence of five weeks.
出世,しゅっせ,promotion; successful career; eminence,N1,彼は立身出世した。,He succeeded in life.
出生,しゅっしょう,birth,N1,彼はいわゆる自力で出生した人だ。,He is what is called a self-made man.
出切る,できる,to be out of; to have no more at hand,N1,,
出題,しゅつだい,proposing a question,N1,どういった時事が公務員試験で出題されるのか。,What sort of current affairs appear in the civil service examination?
出鱈目,でたらめ,irresponsible utterance; nonsense; nonsensical; random; haphazard; unsystematic,N1,,
出直し,でなおし,adjustment; touch up,N1,出直しましょう。,Let's make a fresh start.
出動,しゅつどう,sailing; marching; going out,N1,通常、私は８時４０分に出動する。,I go to my work at eight forty as a rule.
出入り口,でいりぐち,exit and entrance,N1,出入り口は開けたままになっていた。,The gate was left open.
出費,しゅっぴ,expenses; disbursements,N1,今月は出費を抑えないと。,I have to reduce my expenses this month.
出品,しゅっぴん,exhibit; display,N1,トムが出品した絵は皆入賞した。,Tom got prizes for all the pictures he sent to the exhibition.
出来物,できもの,able man; tumour; growth; boil; ulcer; abcess; rash; pimple,N1,,
瞬き,またたき,wink; twinkling (of stars); flicker (of light),N1,人って、1分間に平均何回瞬きをするの？,"On average, how many times per minute does a person blink?"
準じる,じゅんじる,to follow; to conform; to apply to,N1,,
準ずる,じゅんずる,to apply correspondingly; to correspond to; to be proportionate to; to conform to,N1,この投資案を実行するには、事業本部長、あるいはそれに準ずる役職以上の決裁が必要です。,This investment plan requires approval from the director of operations or someone of equally high status in order to execute.
準急,じゅんきゅう,local express (train  slower than an express),N1,新宿駅まで準急で行ったのよ。,I went to Tokyo Station by the local express.
潤う,うるおう,to be moist; to be damp; to get wet; to profit by; to be watered; to receive benefits; to favor; to charm; t,N1,このクリーム試してみて、肌がめっちゃ潤うから。,Try this cream. It's so moisturizing.
盾,たて,shield; buckler; escutcheon; pretext,N1,盾の両面を見よ。,Look on both sides of the shield.
処置,しょち,treatment,N1,早急な処置が必要だ。,Prompt action is necessary.
処罰,しょばつ,punishment,N1,彼女は微笑みを浮かべてその処罰を受け入れた。,She took the punishment with a smile.
処分,しょぶん,disposal; dealing; punishment,N1,本を全部処分した。,I disposed of all the books.
初,はつ,first; new,N1,初診ですか。,Is this your first visit?
初耳,はつみみ,something heard for the first time,N1,初耳ですね。,This is the first time I heard about it.
初版,しょはん,first edition,N1,初版は１０年前に出版された。,The first edition was published ten years ago.
所々,しょしょ,here and there; some parts (of something),N1,その本は所々非常にすばらしい。,Parts of the book are quite good.
所が,ところが,however; while; even if,N1,暗い場所が怖くて。,I'm afraid of the dark.
所で,ところで,by the way; even if; no matter what,N1,これが住所です。,Here's the address.
所謂,いわゆる,the so-called; so to speak,N1,この天地の間にはな、所謂哲学の思いも及ばぬ大事があるわい。,"There are more things in Heaven and Earth, Horatio, than are dreamt of in your philosophy."
所在,しょざい,whereabouts,N1,三重県の県庁所在地は津市です。,Mie Prefecture's capital is Tsu City.
所持,しょじ,possession; owning,N1,全部所持品です。,They are all my personal belongings.
所属,しょぞく,attached to; belong to,N1,演劇部所属です。,I belong to the drama club.
所定,しょてい,fixed; prescribed,N1,私たちは所定の場所で会った。,We met at the designated spot.
所得,しょとく,income; earnings,N1,月に５万円の所得がある。,"I have an income of 50,000 yen a month."
庶民,しょみん,masses; common people,N1,庶民のなりわいは、米をつくることだった。,The ordinary people had their livelihood in farming rice.
庶務,しょむ,general affairs,N1,彼女は庶務課に所属している。,She is attached to the general affairs section.
書き取り,かきとり,dictation,N1,今日は漢字の書き取りがある。,We have a kanji dictation test today.
書き取る,かきとる,to write down; to take dictation; to take notes,N1,それを書き取るだけでよい。,All you have to do is write it down.
書評,しょひょう,book review,N1,その書評者はその小説に鋭く批判的である。,The reviewer is sharply critical of the novel.
諸,しょ,various; many; several,N1,おはよう諸君。,"Good morning, everyone."
諸君,しょくん,Gentlemen!; Ladies!,N1,おはよう諸君。,"Good morning, everyone."
助,じょ,help; rescue; assistant,N1,助けてくれ。,Help me.
助け,たすけ,assistance,N1,助けてくれ。,Help me.
助言,じょげん,advice; suggestion,N1,助言が必要だ。,I need advice.
助詞,じょし,particle; postposition,N1,日本語の助詞の「は」と「が」は一生使いこなせそうにないわ。,"I don't think I will ever be able to master the Japanese particles ""wa'' and ""ga.''"
助動詞,じょどうし,auxiliary verb,N1,canは助動詞ですので、疑問文では文頭に持ってきます。,"'can' is an auxiliary verb, so in question sentences it is brought to the start of the phrase."
女史,じょし,Ms.,N1,コブ女史が帰ってくる日が待ち遠しいよ。ほんとに。,"I'm looking forward to the day when Miss Cobb comes back, I can tell you."
女子,おなご,woman; girl,N1,娘を女子校に入れた。,I entered my daughter in a girl's school.
徐々,そろそろ,gradually; steadily; quietly; slowly; soon,N1,川は徐々に増水した。,The river rose by degrees.
徐行,じょこう,going slowly,N1,車に徐行するようにと合図した。,I signaled the car to go slow.
除外,じょがい,exception; exclusion,N1,彼は除外された。,He was ruled out.
傷,しょう,wound; injury; hurt; cut; gash; bruise; scratch; scar; weak point,N1,霜で花が傷んだ。,Frost touched the flowers.
傷付く,きずつく,to be hurt; to be wounded; to get injured,N1,,
勝る,まさる,to excel; to surpass; to outrival,N1,文は武に勝る。,The pen is mightier than the sword.
勝利,しょうり,victory; triumph; conquest; success; win,N1,勝利を確信している。,We're confident of our victory.
召す,めす,to call; to send for; to put on; to wear; to take (a bath); to ride in; to buy; to eat; to drink; to catch (a,N1,ワインがお気に召すといいのですが。,I hope the wine is to your taste.
商,しょう,quotient,N1,商売は商売。,Business is business.
商人,あきうど,trader; shopkeeper; merchant,N1,彼は有名な商人だ。,He is a famous merchant.
唱える,となえる,to recite; to chant; to call upon,N1,彼女の提案に異議を唱えるとは君も大胆だ。,It is bold of you to question her proposal.
嘗て,かつて,once; ever,N1,,
嘗める,なめる,to lick; to taste; to experience; to make fun of; to make light of; to put down; to treat with contempt,N1,,
奨励,しょうれい,encouragement; promotion; message; address,N1,政府は国産品の愛用を奨励している。,The government is promoting the use of home products.
小児科,しょうにか,pediatrics,N1,トムは小児科の先生じゃないよ。,Tom isn't a pediatrician.
小切手,こぎって,cheque; check,N1,小切手で支払う。,I will pay for it by check.
小銭,こぜに,coins; small change,N1,小銭持ってないわ。,I don't have any change.
小売,こうり,retail,N1,小売部門は厳しい四半期を迎えた。,The retail sector had a rough quarter.
小柄,こがら,short (build),N1,彼は小柄な男です。,He has a small frame.
少なくとも,すくなくとも,at least,N1,彼女は少なくとも３０歳だ。,She is not less than thirty.
少女,おとめ,daughter; young lady; virgin; maiden; little girl,N1,少女は眠りについた。,The girl went to sleep.
少数,しょうすう,minority; few,N1,そんな人は少数派だよ。,Such people are few in number.
尚,なお,furthermore; still; yet; more; still more; greater; further; less,N1,彼は趣味が高尚です。,He has elegant tastes.
尚更,なおさら,all the more; still less,N1,期待していたので、尚更がっかりした。,I was all the more disappointed because of my expectations.
床,とこ,bed; sickbed; alcove; padding,N1,床に伏せろ！,Get down!
承諾,しょうだく,consent; acquiescence; agreement,N1,無言は承諾。,Who is silent is held to consent.
招き,まねき,invitation,N1,黒猫は悪運を招きます。,Black cats are bad luck.
掌,たなごころ,the palm,N1,トムは直ちに事態を掌握した。,Tom was master of the situation in no time.
昇進,しょうしん,promotion,N1,彼女は昇進した。,She was promoted.
梢,こずえ,treetop,N1,,
沼,ぬま,swamp; bog; pond; lake,N1,トムは泥沼にはまった。,Tom fell into the mud.
消去,しょうきょ,elimination; erasing; dying out; melting away,N1,一番下の背景レイヤーを消去します。,Remove the lower-most background layer.
消息,しょうそく,news; letter; circumstances,N1,それ以来彼らの消息は不明だ。,They have never been heard of since.
消耗,しょうこう,exhaustion; consumption,N1,プリンターは、消耗品ですか？,Are printers a non-durable good?
焦げ茶,こげちゃ,black tea,N1,,
焦る,あせる,to be in a hurry; to be impatient,N1,そんなに焦るな。,Don't be so impatient.
照り返す,てりかえす,to reflect; to throw back light,N1,,
照合,しょうごう,collation; comparison,N1,私たちは学生の成績の照合をした。,We made a check of the student' records.
照明,しょうめい,illumination,N1,すべての照明が消えた。,All the lights went out.
症,しょう,illness,N1,不眠症です。,I can't sleep at night.
省みる,かえりみる,to reflect,N1,,
称する,しょうする,to pretend; to take the name of; to feign; to purport,N1,私は建築を凍結した音楽と称する。,I call architecture frozen music.
衝撃,しょうげき,shock; crash; impact; ballistic,N1,全世界の人が衝撃を受けた。,The whole Earth was shocked.
証,あかし,proof; evidence,N1,論より証拠。,The proof of the pudding is in the eating.
証拠,しょうこ,evidence; proof,N1,論より証拠。,The proof of the pudding is in the eating.
証言,しょうげん,evidence; testimony,N1,午後に証言したよ。,I testified in the afternoon.
証人,しょうにん,witness,N1,僕が証人になってあげるよ。,I'll cover for you.
詳細,しょうさい,detail; particulars,N1,詳細が欲しい。,I want details.
象,しょう,phenomenon,N1,象は鼻が長い。,An elephant has a long nose.
象徴,しょうちょう,symbol,N1,ハトは平和の象徴だ。,A dove is a symbol of peace.
障る,さわる,to hinder; to interfere with; to affect; to do one harm; to be harmful to,N1,咲桜の話し方って、癇に障るのよ。,Sakura's way of speaking gets on my nerves.
上がり,あがり,1.  slope; advance income; crop yield; ascent; rise; advance; death; spinning; completion; stop; finish; after,N1,物価上がりすぎ。,The cost of living is rising too much.
上がる,あがる,to enter; to go up; to rise; to climb up; to advance; to appreciate; to be promoted; to improve; to call on,N1,上がるの手伝って。,Help me up.
上位,じょうい,superior (rank not class); higher order (e.g. byte); host computer (of connected device),N1,類人猿は知的には犬より上位である。,Apes rank above dogs in intelligence.
上演,じょうえん,performance (e.g. music),N1,その劇は先月上演された。,The drama was presented last month.
上下,うえした,high and low; up and down; unloading and loading; praising and blaming,N1,上下逆だよ。,It's upside down.
上回る,うわまわる,to exceed,N1,もちろん利潤は生産費を上回るべきです。,Benefits of course should exceed the costs.
上空,じょうくう,sky; the skies; high-altitude sky; upper air,N1,町の上空を飛行機が飛んでいる。,A plane is flying above the city.
上司,じょうし,superior authorities; boss,N1,彼は私の上司です。,He is my boss.
上手,うわて,1.  upper part; upper stream; left side (of a stage); 2.  skillful (only in comparisons); dexterity (on,N1,世渡り上手ね。,You seem to breeze through everything in life.
上昇,じょうしょう,rising; ascending; climbing,N1,人気急上昇中です！,Its popularity is skyrocketing!
上陸,じょうりく,landing; disembarkation,N1,台風が関東地方に上陸した。,The typhoon struck the Kanto district.
丈,たけ,height; stature; length; measure; all (one has),N1,大丈夫そう？,Are you going to be OK?
丈夫,じょうふ,1.  hero; gentleman; warrior; manly person; 2.  good health; robustness; strong; solid; durable,N1,大丈夫そう？,Are you going to be OK?
乗っ取る,のっとる,to capture; to occupy; to usurp,N1,,
乗り換え,のりかえ,transfer (trains  buses  etc.),N1,乗り換えるのですか。,Do I have to change trains?
乗り込む,のりこむ,to board; to embark on; to get into (a car); to ship (passengers); to man (a ship); to help (someone) int,N1,もう乗り込む時間だ。,It's time to get aboard.
乗客,じょうかく,passenger,N1,乗客は何人ですか。,How many people are on board?
城下,じょうか,land near the castle,N1,ここは企業城下町です。,This is a company town.
嬢,じょう,young woman,N1,おかえりお嬢。,Welcome home ma'am.
情,じょう,feelings; emotion; passion,N1,同情するよ。,I sympathize.
情け,なさけ,sympathy; compassion,N1,情けなさすぎだろ。,I'm overly miserable.
情け深い,なさけぶかい,tender-hearted; compassionate,N1,,
情緒,じょうしょ,emotion; feeling,N1,異国情緒あふれる街並みが続く。,The streets are filled with an air of exoticism.
情勢,じょうせい,state of things; condition; situation,N1,情勢は絶望だ。,The situation is hopeless.
情熱,じょうねつ,passion; enthusiasm; zeal,N1,情熱は苦悩を生む。,Passion creates suffering.
条約,じょうやく,treaty; pact,N1,その条約は調印された。,The treaty was signed.
杖,つえ,cane,N1,転ばぬ先の杖。,Forewarned is forearmed.
状,じょう,shape,N1,白状したよ。,I confessed.
畳,じょう,#NAME?,N1,傘は畳んで。,Shut the umbrella.
蒸留,じょうりゅう,distillation,N1,父は蒸留酒は飲まない。,My father drinks no spirits.
譲歩,じょうほ,concession; conciliation; compromise,N1,いつか譲歩してくれるよ。,They'll give in to us some day.
植わる,うわる,to be planted,N1,,
植民地,しょくみんち,colony,N1,英国は多くの植民地を設けた。,England established many colonies.
織,おり,weave; weaving; woven item,N1,計画委員を組織した。,We organized a project team.
織る,おる,to weave,N1,私の祖母ははたを織るのが好きだ。,My grandmother likes to weave things.
織物,おりもの,textile; fabric,N1,あの商人は絹織物を商う。,The merchant deals in silk goods.
職員,しょくいん,staff member; personnel,N1,職員以外入室禁止。,Admittance to staff members only.
職務,しょくむ,professional duties,N1,彼は職務怠慢だった。,He was negligent of his duties.
色々,いろいろ,various,N1,色々ありがとう。,Thanks for everything.
色彩,しきさい,colour; hue; tints,N1,雄のくじゃくは尾の羽毛が色彩豊かである。,The male peacock has colorful tail feathers.
食い違う,くいちがう,to cross each other; to run counter to; to differ; to clash; to go awry,N1,私たちの意見が食い違うのはこの点です。,It is on this point that our opinions differ.
尻尾,しっぽ,tail (animal),N1,牛の尻尾は長い。,A cow has a long tail.
信者,しんじゃ,believer; adherent; devotee; Christian,N1,キリスト教の信者だったことはない。,I was never a believer of Christianity.
信任,しんにん,trust; confidence; credence,N1,,
侵す,おかす,to invade; to raid; to trespass; to violate; to intrude on,N1,酸は金属を侵す。,Acids act on metals.
侵略,しんりゃく,aggression; invasion; raid,N1,彼らは侵略者に抵抗した。,They resisted the invaders.
寝かせる,ねかせる,to put to bed; to lay down; to ferment,N1,彼女はその人形をベッドに寝かせるだろう。,She will lay the doll on her bed.
審議,しんぎ,deliberation,N1,その問題は審議中です。,That question is under discussion.
審査,しんさ,judging; inspection; examination; investigation,N1,審査員は誰ですか？,Who are the judges?
審判,しんばん,refereeing; trial; judgement; umpire; referee,N1,審判の判定は絶対だ。,The judge's decision is final.
心掛け,こころがけ,readiness; intention; aim,N1,身の丈に合った生活を心掛けなさい。,Try to live within your means.
心掛ける,こころがける,to bear in mind; to aim to do,N1,,
心強い,こころづよい,heartening; reassuring,N1,ありがとう。本当に心強いです。,Thank you. That's very reassuring.
心細い,こころぼそい,helpless; forlorn; hopeless; unpromising; lonely; discouraging; disheartening,N1,とても心細いです。,I'm so lonely.
心情,しんじょう,mentality,N1,彼は隠さずに心情を吐露した。,He expressed his feelings frankly.
心地,ここち,feeling; sensation; mood,N1,心地よかった。,I felt comfortable.
心中,しんじゅう,double suicide; lovers suicide,N1,心中お察し致します。,You have my sympathies.
心得,こころえ,knowledge; information,N1,泳ぎは心得ていますよ。,We know how to swim.
慎む,つつしむ,to be careful; to be chaste or discreet; to abstain or refrain,N1,軽挙妄動を慎むべきだ。,You should behave carefully.
振り,ふり,pretence; show; appearance,N1,振り向いて。,Turn around.
振り出し,ふりだし,outset; starting point; drawing or issuing (draft),N1,振り出しに戻ってしまった。,We were back to square one.
振興,しんこう,promotion; encouragement,N1,政府は工業の振興計画を開始した。,The government started a program to promote industry.
振動,しんどう,oscillation; vibration,N1,このハイテク枕ね、いびきをかくと振動するのよ。,This smart pillow vibrates when you snore.
新,しん,new,N1,新入りだな。,"You're new, huh?"
新興,しんこう,rising; developing; emergent,N1,大本教は日本の新興宗教の一つに数えられる。,Oomoto can be included among the new religions of Japan.
新婚,しんこん,newly-wed,N1,僕らは新婚旅行中です。,We're on our honeymoon.
新人,しんじん,new face; newcomer,N1,トムは新人だ。,Tom is new.
新築,しんちく,new building; new construction,N1,家を新築中です。,I'm getting a new house built.
新入生,しんにゅうせい,freshman; first-year student,N1,私は新入生です。,I am a new student.
浸す,ひたす,to soak; to dip; to drench,N1,,
深める,ふかめる,to deepen; to heighten; to intensify,N1,時は友情を深めるが、恋愛を弱める。,"Time, which strengthens friendship, weakens love."
申し込み,もうしこみ,application; entry; request; subscription; offer; proposal; overture; challenge,N1,書面でお申し込み下さい。,Apply in writing.
申し出る,もうしでる,to report to; to tell; to suggest; to submit; to request; to make an offer; to come forward with informati,N1,,
申し入れる,もうしいれる,to propose; to suggest,N1,,
申し分,もうしぶん,objection; shortcomings,N1,それは申し分ない。,That is all right.
申告,しんこく,report; statement; filing a return; notification,N1,申告する物はありますか。,Do you have anything to declare?
申出,もうしで,proposal; request; claim; report; notice,N1,,
真っ二つ,まっぷたつ,in two equal parts,N1,トムはリンゴを真っ二つに切った。,Tom cut the apple in half.
真に,まことに,truly; actually; really,N1,真に受けなるなよ。,Don't take it seriously.
真ん丸い,まんまるい,perfectly circular,N1,,
真ん前,まんまえ,right in front; under the nose,N1,彼は私の真ん前にすわった。,He sat right in front of me.
真ん中,まんなか,middle; centre; mid-way,N1,教会は村の真ん中にある。,The church is located in the center of the village.
真下,ました,right under; directly below,N1,私の部屋はこの真下です。,My room is just below.
真実,さな,truth; reality,N1,真実が勝つ。,Truth prevails.
真珠,しんじゅ,pearl,N1,豚に真珠を与えるな。,Cast not pearls before swine.
真上,まうえ,just above; right overhead,N1,私の寝室はちょうどこの真上にある。,My bedroom is just above.
真心,まこころ,sincerity; devotion,N1,彼女は彼に真心こめて感謝しました。,She thanked him with all her heart.
真相,しんそう,truth; real situation,N1,それは真相ではない。,That is not the case.
真理,しんり,truth,N1,真理は時の娘。,Truth is time's daughter.
神聖,しんせい,holiness; sacredness; dignity,N1,教会は神聖な場です。,Church is a sacred place.
神殿,しんでん,temple; sacred place,N1,この神殿を壊してみなさい。,Destroy this temple.
神秘,しんぴ,mystery,N1,すごく神秘的だったよ。,It was so mystical.
紳士,しんし,gentleman,N1,彼は紳士である。,He is a gentleman.
親しむ,したしむ,to be intimate with; to befriend,N1,,
親善,しんぜん,friendship,N1,これからも両国の親善を深めましょう。,Let's continue promoting friendship between our two countries from now on.
診療,しんりょう,medical examination and treatment; diagnosis,N1,診療予約を取ってもらえますか。,Can I make an appointment to have a medical examination?
身なり,みなり,personal appearance,N1,身なりは人を作る。,Clothes make the man.
身近,みぢか,near oneself; close to one; familiar,N1,身近にいないと忘れ去られる。,"Out of sight, out of mind."
身振り,みぶり,gesture,N1,その一つは身振りである。,One of them is gestures.
身体,からだ,the body,N1,身体、硬いね。,My body is stiff.
辛うじて,かろうじて,barely; narrowly; just manage to do st,N1,彼は辛うじて死を免れた。,He barely escaped death.
辛抱,しんぼう,patience; endurance,N1,辛抱しなさい。,Be patient.
進み,すすみ,progress,N1,一歩前に進みなさい。,Move forward one step.
進化,しんか,evolution; progress,N1,音が進化した。,The noise evolved.
進行,しんこう,advance,N1,戦争はまだ進行中です。,The war is still going on.
進出,しんしゅつ,advance; step forward,N1,私達は決勝戦に進出した。,We advanced to the finals.
進呈,しんてい,presentation,N1,,
進展,しんてん,progress; development,N1,ネット経済は急進展している。,The net economy is booming.
進度,しんど,progress,N1,,
進路,しんろ,course; route,N1,船は進路を変えた。,The ship changed its course.
震わせる,ふるわせる,to be shaking; to be trembling,N1,,
人,じん,man; person; people,N1,文は人なり。,The style is the man himself.
人格,じんかく,personality; character; individuality,N1,彼は人格者だ。,He is a man of character.
人材,じんざい,man of talent,N1,彼は会社にとって重要な人材だ。,He is a valuable acquisition to our company.
人質,ひとじち,hostage; prisoner,N1,人質は解放されるだろう。,The hostages will be released.
人情,にんじょう,humanity; empathy; kindness; sympathy; human nature; common sense; customs and manners,N1,トムは義理・人情に厚い。,Tom has a deep sense of duty and humanity.
人体,じんたい,human body,N1,人体は無数の細胞からなっている。,A human body consists of a countless number of cells.
人柄,ひとがら,personality; character; personal appearance; gentility,N1,人柄がにじみ出ている。,His true character is starting to show through.
人民,じんみん,people; public,N1,我々が人民だ。,We are the people.
人目,じんもく,glimpse; public gaze,N1,意外に人目を気にするタイプだ。,"Surprisingly, he is the type that worries about being in the public eye."
刃,は,edge (of a sword),N1,付け焼刃じゃダメだ。,Mere pretense won't do.
塵取り,ちりとり,dustpan,N1,,
甚だ,はなはだ,very; greatly; exceedingly,N1,フランス料理は私の甚だ好む所だ。,I like French food very much.
尽きる,つきる,to be used up; to be run out; to be exhausted; to be consumed; to come to an end,N1,早晩彼の運は尽きるだろう。,"Sooner or later, he will run out of luck."
尽くす,つくす,to exhaust; to run out; to serve (a person); to befriend,N1,全力を尽くすんだよ。,Do your very best.
迅速,じんそく,quick; fast; rapid; swift; prompt,N1,彼はその事態に迅速に対応した。,He promptly coped with the situation.
図々しい,ずうずうしい,impudent; shameless,N1,図々しいな！,What a nerve!
